Title,Trivia,Words
Abyssinian,"The Abyssinian's name reflects an early belief that the breed originated in Ethiopia.

A distinctive ticked coat, with each hair banded in multiple colors, defines the breed.

Abyssinians have an athletic, muscular build suited to jumping and climbing.

The Abyssinian is considered one of the oldest known cat breeds.

Abyssinians are famously curious, often investigating every corner of their home.

The breed is highly active, rarely content to sit still for long.

A short, fine coat is characteristic of the Abyssinian.

Almond-shaped eyes give the Abyssinian an alert, expressive look.

Abyssinians are energetic cats that enjoy climbing and interactive play.

The breed is considered quite intelligent, often learning to open doors or cabinets.

Abyssinians are known for being deeply affectionate with their families.

A slender, elegant body shape is typical of the breed.

The breed retains a playful personality well into adulthood.

Abyssinians are generally not especially vocal compared to some other breeds.",ETHIOPIA,TICKEDCOAT,ATHLETIC,ANCIENT,CURIOUS,ACTIVE,SHORTHAIR,ALMONDEYES,ENERGETIC,INTELLIGENT,AFFECTIONATE,SLENDER,PLAYFUL,VOCAL
Ocicat,"The Ocicat was developed in the United States.

Bold spotted markings are the defining trait of the Ocicat.

Despite having no wild ancestry, the Ocicat was bred to resemble a wild spotted cat.

An athletic, muscular build supports the Ocicat's wild-looking design.

A muscular, powerful frame is typical of the breed.

Ocicats are highly energetic and enjoy plenty of activity.

The breed is considered quite intelligent, often learning to walk on a leash.

Ocicats are known for being deeply affectionate with their families.

The breed is generally sociable, enjoying company from people and pets.

Ocicats retain a playful personality throughout their lives.

The breed is notably trainable, sometimes learning tricks like a dog.

Ocicats form loyal bonds with their families.

The breed is known for a confident, assertive temperament.

Ocicats can be fairly vocal, communicating readily with their owners.",AMERICA,SPOTTED,WILDLOOK,ATHLETIC,MUSCULAR,ENERGETIC,INTELLIGENT,AFFECTIONATE,SOCIABLE,PLAYFUL,TRAINABLE,LOYAL,CONFIDENT,VOCAL
Ojos Azules,"The Ojos Azules was developed in the United States.

The breed's name means ""blue eyes"" in Spanish, describing its defining trait.

The striking blue-eyed trait arose from a spontaneous natural genetic mutation.

The Ojos Azules remains an extremely rare breed today.

Ojos Azules cats are known for being deeply affectionate with their families.

The breed is generally sociable, enjoying close interaction with people.

Ojos Azules cats are famously curious about their surroundings.

The breed retains a playful personality throughout its life.

Ojos Azules cats are generally quite friendly, including with strangers.

The breed is generally known for a gentle temperament.

Ojos Azules cats form loyal bonds with their families.

The breed is energetic and enjoys interactive play.

Ojos Azules cats are considered quite intelligent.

The breed has a medium-sized, well-proportioned body.",AMERICA,BLUEEYES,MUTATION,RARE,AFFECTIONATE,SOCIABLE,CURIOUS,PLAYFUL,FRIENDLY,GENTLE,LOYAL,ENERGETIC,INTELLIGENT,MEDIUMSIZE
Oriental Bicolour,"The Oriental Bicolour was developed largely in the United States and United Kingdom.

The breed shares much of its body type with the Siamese.

A bicolor coat, combining white with another color, is the breed's defining trait.

A slender, elegant body shape is typical of the Oriental Bicolour.

The breed is famously vocal, much like its Siamese relatives.

Oriental Bicolours are known for being deeply affectionate with their families.

The breed is considered highly intelligent.

Oriental Bicolours are generally sociable, enjoying close interaction with people.

The breed retains a playful personality into adulthood.

Oriental Bicolours are energetic and enjoy interactive play.

The breed is famously curious about its surroundings.

Oriental Bicolours are known for being especially chatty with their owners.

The breed carries itself with an elegant, refined bearing.

Oriental Bicolours are generally quite friendly, including with strangers.",AMERICA,SIAMESE,BICOLOR,SLENDER,VOCAL,AFFECTIONATE,INTELLIGENT,SOCIABLE,PLAYFUL,ENERGETIC,CURIOUS,CHATTY,ELEGANT,FRIENDLY
Oriental Longhair,"The Oriental Longhair was developed largely in the United States and United Kingdom.

The breed shares much of its body type with the Siamese.

A slender, elegant body shape is typical of the Oriental Longhair.

A long, silky coat sets the Oriental Longhair apart from its shorthaired relatives.

The breed is famously vocal, much like its Siamese relatives.

Oriental Longhairs are known for being deeply affectionate with their families.

The breed is considered highly intelligent.

Oriental Longhairs are generally sociable, enjoying close interaction with people.

The breed retains a playful personality into adulthood.

Oriental Longhairs are energetic and enjoy interactive play.

The breed is famously curious about its surroundings.

Oriental Longhairs are known for being especially chatty with their owners.

The breed carries itself with an elegant, refined bearing.

Oriental Longhairs are generally quite friendly, including with strangers.",AMERICA,SIAMESE,SLENDER,LONGHAIR,VOCAL,AFFECTIONATE,INTELLIGENT,SOCIABLE,PLAYFUL,ENERGETIC,CURIOUS,CHATTY,ELEGANT,FRIENDLY
Oriental Shorthair,"The Oriental Shorthair was developed largely in the United States and United Kingdom.

The breed shares much of its body type with the Siamese.

A slender, elegant body shape is typical of the Oriental Shorthair.

A short, fine coat is a defining trait of the breed.

The breed is famously vocal, much like its Siamese relatives.

Oriental Shorthairs are known for being deeply affectionate with their families.

The breed is considered highly intelligent.

Oriental Shorthairs are generally sociable, enjoying close interaction with people.

The breed retains a playful personality into adulthood.

Oriental Shorthairs are energetic and enjoy interactive play.

The breed is famously curious about its surroundings.

Oriental Shorthairs are known for being especially chatty with their owners.

The breed carries itself with an elegant, refined bearing.

The Oriental Shorthair is recognized in an unusually large number of coat colors and patterns.",AMERICA,SIAMESE,SLENDER,SHORTCOAT,VOCAL,AFFECTIONATE,INTELLIGENT,SOCIABLE,PLAYFUL,ENERGETIC,CURIOUS,CHATTY,ELEGANT,MANYCOLORS
Persian (Modern),"The Persian traces its ancestry to the region of modern-day Iran.

A long, flowing coat is the defining trait of the Persian.

The modern Persian is bred for an extremely flat face.

Large, round eyes are typical of the breed.

Persians are generally quiet, rarely vocalizing without reason.

The breed is generally known for a gentle temperament.

Persians are known for being deeply affectionate with their families.

The breed is generally calm and even-tempered.

Persians form loyal bonds with their families.

The breed is known for a notably sweet disposition.

Persians are often described as devoted lap cats.

The breed's long coat requires extensive daily grooming.

A Persian's coat is often described as luxurious.

Persians are generally docile, adapting well to a calm household.",IRAN,LONGHAIR,FLATFACE,ROUNDEYES,QUIET,GENTLE,AFFECTIONATE,CALM,LOYAL,SWEET,LAPCAT,GROOMING,LUXURIOUS,DOCILE
Persian (Traditional),"The Persian traces its ancestry to the region of modern-day Iran.

A long, flowing coat is the defining trait of the Persian.

The traditional Persian retains a rounder, less extreme face than its modern counterpart.

A sturdy, well-built body is typical of the breed.

Persians are generally quiet, rarely vocalizing without reason.

The breed is generally known for a gentle temperament.

Persians are known for being deeply affectionate with their families.

The breed is generally calm and even-tempered.

Persians form loyal bonds with their families.

The breed is known for a notably sweet disposition.

Persians are often described as devoted lap cats.

The breed's long coat requires extensive daily grooming.

A Persian's coat is often described as luxurious.

The traditional Persian is often nicknamed the doll-face Persian.",IRAN,LONGHAIR,ROUNDFACE,STURDY,QUIET,GENTLE,AFFECTIONATE,CALM,LOYAL,SWEET,LAPCAT,GROOMING,LUXURIOUS,DOLLFACE
Peterbald,"The Peterbald was developed in Russia.

Many Peterbalds are hairless or have only a fine, sparse coat.

A slender, elegant body shape is typical of the Peterbald.

A distinctive wedge-shaped head is characteristic of the breed.

Peterbalds are known for being deeply affectionate with their families.

The breed is considered highly intelligent.

Peterbalds are generally sociable, enjoying close interaction with people.

The breed can be fairly vocal, communicating readily with its owners.

Peterbalds are famously curious about their surroundings.

The breed retains a playful personality into adulthood.

Peterbalds form loyal bonds with their families.

The breed is generally quite friendly, including with strangers.

With little or no fur, Peterbalds often feel notably warm to the touch.

The breed is energetic and enjoys interactive play.",RUSSIA,HAIRLESS,SLENDER,WEDGEHEAD,AFFECTIONATE,INTELLIGENT,SOCIABLE,VOCAL,CURIOUS,PLAYFUL,LOYAL,FRIENDLY,WARMSKIN,ENERGETIC
Pixie-bob,"The Pixie-bob was developed in the United States.

A naturally short, bobbed tail is a defining trait of the breed.

Many Pixie-bobs carry extra toes, a trait known as polydactyly.

The Pixie-bob was bred to resemble a wild bobcat despite having no wild ancestry.

A muscular, powerful build is typical of the Pixie-bob.

The breed is known for being deeply affectionate with its family.

Pixie-bobs form loyal bonds with their families.

The breed is sometimes described as dog-like in its loyalty and trainability.

Pixie-bobs are considered quite intelligent.

The breed is generally sociable, enjoying company from people and pets.

Pixie-bobs are generally known for a gentle temperament.

The breed is known for a confident, assertive temperament.

Pixie-bobs communicate with a distinctive quiet chirping sound rather than a typical meow.

The breed is generally quite friendly, including with strangers.",AMERICA,BOBTAIL,POLYDACTYL,WILDLOOK,MUSCULAR,AFFECTIONATE,LOYAL,DOGLIKE,INTELLIGENT,SOCIABLE,GENTLE,CONFIDENT,VOCAL,FRIENDLY
Raas,"The Raas hails from Raas Island in Indonesia.

A short, close-lying coat is typical of the breed.

A slender, athletic body shape is characteristic of the Raas.

The breed developed naturally on its home island rather than through deliberate crossbreeding.

Raas cats are known for being deeply affectionate with their families.

The breed is considered quite intelligent.

Raas cats are generally sociable, enjoying close interaction with people.

The breed retains a playful personality throughout its life.

Raas cats are famously curious about their surroundings.

The breed forms loyal bonds with its family.

Raas cats are generally quite friendly, including with strangers.

The breed is energetic and enjoys interactive play.

Raas cats adapt well to a variety of households.

The Raas remains a rare breed outside of Indonesia.",INDONESIA,SHORTHAIR,SLENDER,NATURALBREED,AFFECTIONATE,INTELLIGENT,SOCIABLE,PLAYFUL,CURIOUS,LOYAL,FRIENDLY,ENERGETIC,ADAPTABLE,RARE
Ragamuffin,"The Ragamuffin was developed in the United States.

A long, plush coat is a defining trait of the Ragamuffin.

The Ragamuffin is one of the larger domestic cat breeds.

The breed is generally known for a gentle temperament.

Ragamuffins are known for being deeply affectionate with their families.

The breed is generally calm and even-tempered.

Ragamuffins are known for being remarkably docile.

The breed is often described as a devoted lap cat.

Ragamuffins form loyal bonds with their families.

The breed is known for a notably sweet disposition.

Ragamuffins are generally known for great patience, especially with children.

The breed is generally sociable, enjoying company from people and pets.

Ragamuffins are generally quite friendly, including with strangers.

A Ragamuffin's coat is often described as soft and plush.",AMERICA,LONGHAIR,LARGEBREED,GENTLE,AFFECTIONATE,CALM,DOCILE,LAPCAT,LOYAL,SWEET,PATIENT,SOCIABLE,FRIENDLY,PLUSHCOAT
Ragdoll,"The Ragdoll was developed in the United States.

The Ragdoll is one of the larger domestic cat breeds.

Colorpoint markings, darker on the extremities, are standard for the breed.

Striking blue eyes are a hallmark of the Ragdoll.

The breed is generally known for a gentle temperament.

Ragdolls are known for being deeply affectionate with their families.

The breed is generally calm and even-tempered.

Ragdolls are known for being remarkably docile.

The breed is often described as a devoted lap cat.

Ragdolls form loyal bonds with their families.

The breed's name comes from its tendency to go limp and floppy when picked up.

Ragdolls are generally known for great patience, especially with children.

The breed is generally sociable, enjoying company from people and pets.

Ragdolls are generally quite friendly, including with strangers.",AMERICA,LARGEBREED,COLORPOINT,BLUEEYES,GENTLE,AFFECTIONATE,CALM,DOCILE,LAPCAT,LOYAL,FLOPPY,PATIENT,SOCIABLE,FRIENDLY
Russian Blue,"The Russian Blue traces its ancestry to the port of Arkhangelsk in Russia.

A dense, silvery-blue coat is the defining trait of the Russian Blue.

Striking green eyes are typical of the breed.

A slender, fine-boned body is characteristic of the Russian Blue.

Russian Blues are generally quiet, rarely vocalizing without reason.

The breed is generally known for a gentle temperament.

Russian Blues are known for being deeply affectionate with familiar people.

The breed can be somewhat shy around strangers at first.

Russian Blues form loyal bonds with their families.

The breed is considered quite intelligent.

Russian Blues are often described as reserved until they feel comfortable.

The breed retains a playful personality with familiar people.

A Russian Blue's coat is often described as soft and plush.

The breed forms deeply devoted bonds with its owners once comfortable.",RUSSIA,BLUECOAT,GREENEYES,SLENDER,QUIET,GENTLE,AFFECTIONATE,SHY,LOYAL,INTELLIGENT,RESERVED,PLAYFUL,PLUSHCOAT,DEVOTED
Russian White,"The Russian White shares its ancestry with the Russian Blue from Arkhangelsk, Russia.

A dense, pure white coat is the defining trait of the Russian White.

Striking green eyes are typical of the breed.

A slender, fine-boned body is characteristic of the Russian White.

Russian Whites are generally quiet, rarely vocalizing without reason.

The breed is generally known for a gentle temperament.

Russian Whites are known for being deeply affectionate with their families.

The breed forms loyal bonds with its family.

Russian Whites are considered quite intelligent.

The breed retains a playful personality throughout its life.

Russian Whites are generally sociable, enjoying company from people and pets.

The breed is generally quite friendly, including with strangers.

Russian Whites are famously curious about their surroundings.

The breed remains relatively rare outside of Russia.",RUSSIA,WHITECOAT,GREENEYES,SLENDER,QUIET,GENTLE,AFFECTIONATE,LOYAL,INTELLIGENT,PLAYFUL,SOCIABLE,FRIENDLY,CURIOUS,RARE
Sam Sawet,"The Sam Sawet originated in Thailand.

A solid black coat was the traditional hallmark of the Sam Sawet in old Thai folklore.

The breed remains extremely rare, even within its native Thailand.

A slender, athletic body shape is characteristic of the Sam Sawet.

Sam Sawet cats are known for being deeply affectionate with their families.

The breed is considered quite intelligent.

Sam Sawet cats are generally sociable, enjoying close interaction with people.

The breed is famously curious about its surroundings.

Sam Sawet cats retain a playful personality throughout their lives.

The breed forms loyal bonds with its family.

Sam Sawet cats are generally quite friendly, including with strangers.

The breed is energetic and enjoys interactive play.

Striking green eyes are typical of the Sam Sawet.

The breed is naturally alert, quick to notice movement nearby.",THAILAND,BLACKCOAT,RARE,SLENDER,AFFECTIONATE,INTELLIGENT,SOCIABLE,CURIOUS,PLAYFUL,LOYAL,FRIENDLY,ENERGETIC,GREENEYES,ALERT
Savannah,"The Savannah is a hybrid breed developed by crossing domestic cats with the serval.

The serval, a wild African feline, is the Savannah's wild ancestor.

The Savannah is notably tall, among the tallest domestic cat breeds.

An athletic, long-legged build reflects the breed's wild heritage.

Savannahs are highly energetic and require substantial daily activity.

The breed is considered quite intelligent, often learning to open doors or fetch.

Savannahs are known for a confident, assertive temperament.

The breed is known for being deeply affectionate with its family.

Savannahs form loyal bonds with their families, sometimes following them like a dog.

The breed is famously curious about its surroundings.

Savannahs can be fairly vocal, using a range of distinct sounds.

A muscular, powerful frame is typical of the Savannah.

The breed retains a playful personality throughout its life.

The Savannah's striking, wild-looking spotted coat sets it apart visually.",HYBRID,SERVAL,TALL,ATHLETIC,ENERGETIC,INTELLIGENT,CONFIDENT,AFFECTIONATE,LOYAL,CURIOUS,VOCAL,MUSCULAR,PLAYFUL,STRIKING
Scottish Fold,"The Scottish Fold originated in Scotland.

Distinctively folded ears are the defining trait of the Scottish Fold.

The folded ear trait arose from a spontaneous natural genetic mutation.

A distinctively round face is characteristic of the breed.

Scottish Folds are generally known for a gentle temperament.

The breed is known for being deeply affectionate with its family.

Scottish Folds are generally known for a calm disposition.

The breed adapts well to a variety of households.

Scottish Folds form loyal bonds with their families.

The breed is known for a notably sweet disposition.

Scottish Folds retain a playful personality throughout their lives.

The breed is generally sociable, enjoying company from people and pets.

Scottish Folds are generally quite friendly, including with strangers.

The folded ears combined with round eyes give the breed an owl-like expression.",SCOTLAND,FOLDEDEARS,MUTATION,ROUNDFACE,GENTLE,AFFECTIONATE,CALM,ADAPTABLE,LOYAL,SWEET,PLAYFUL,SOCIABLE,FRIENDLY,OWLLIKE
Selkirk Rex,"The Selkirk Rex originated in the United States.

A soft, curly coat is the defining trait of the Selkirk Rex.

The curly coat arose from a spontaneous natural genetic mutation.

A sturdy, well-built body is characteristic of the breed.

Selkirk Rex cats are generally known for a gentle temperament.

The breed is known for being deeply affectionate with its family.

Selkirk Rex cats are generally known for great patience, especially with children.

The breed is generally sociable, enjoying company from people and pets.

Selkirk Rex cats retain a playful personality throughout their lives.

The breed is generally known for a calm disposition.

Selkirk Rex cats form loyal bonds with their families.

The breed is generally quite friendly, including with strangers.

The Selkirk Rex's curly coat and round face give it a teddy-bear-like look.

The breed is known for being easygoing and low-maintenance in personality.",AMERICA,CURLYCOAT,MUTATION,STURDY,GENTLE,AFFECTIONATE,PATIENT,SOCIABLE,PLAYFUL,CALM,LOYAL,FRIENDLY,TEDDYBEAR,EASYGOING
Serengeti,"The Serengeti was developed in the United States.

Bold spotted markings are the defining trait of the Serengeti.

The breed is notably tall, with long legs reflecting a wild-looking design.

An athletic, lean build reflects the breed's design inspiration.

Serengetis are highly energetic and enjoy plenty of activity.

The breed is known for being deeply affectionate with its family.

Serengetis can be fairly vocal, using a range of distinct sounds.

The breed is known for a confident, assertive temperament.

Serengetis are famously curious about their surroundings.

The breed retains a playful personality throughout its life.

A muscular, athletic frame is typical of the Serengeti.

Serengetis are generally quite friendly, including with strangers.

The breed's striking, wild-looking coat pattern draws comparisons to an African serval.

Serengetis are considered quite intelligent.",AMERICA,SPOTTED,TALL,ATHLETIC,ENERGETIC,AFFECTIONATE,VOCAL,CONFIDENT,CURIOUS,PLAYFUL,MUSCULAR,FRIENDLY,STRIKING,INTELLIGENT
Siamese,"The Siamese traces its ancestry to Thailand, formerly known as Siam.

Colorpoint markings, darker on the face, ears, legs, and tail, define the breed.

Striking blue eyes are a hallmark of the Siamese.

A slender, elegant body shape is typical of the breed.

The Siamese is famously one of the most vocal cat breeds.

Siamese cats are known for being deeply affectionate with their families.

The breed is considered highly intelligent.

Siamese cats are generally sociable, often following their owners from room to room.

The breed is known for being especially chatty with its owners.

Siamese cats form loyal bonds with their families.

The breed is energetic and enjoys interactive play.

Siamese cats are famously curious about their surroundings.

The breed carries itself with an elegant, refined bearing.

The Siamese is considered one of the oldest recognized cat breeds.",THAILAND,COLORPOINT,BLUEEYES,SLENDER,VOCAL,AFFECTIONATE,INTELLIGENT,SOCIABLE,CHATTY,LOYAL,ENERGETIC,CURIOUS,ELEGANT,ANCIENT
Siberian,"The Siberian originated in Russia.

A long, dense triple coat is characteristic of the breed.

Siberians are known for being notably hardy, well suited to cold climates.

A muscular, powerful build supports the breed's substantial size.

The breed is an excellent climber, aided by strong hind legs.

Siberians are known for being deeply affectionate with their families.

The breed forms loyal bonds with its family.

Siberians retain a playful personality throughout their lives.

The breed is considered quite intelligent.

Siberians are generally sociable, enjoying company from people and pets.

The breed is known for a confident, assertive temperament.

Siberians are generally quite friendly, including with strangers.

A thick, water-resistant coat helps the breed withstand harsh winters.

The breed shows an unusual willingness to be around water.",RUSSIA,LONGHAIR,HARDY,MUSCULAR,CLIMBING,AFFECTIONATE,LOYAL,PLAYFUL,INTELLIGENT,SOCIABLE,CONFIDENT,FRIENDLY,THICKCOAT,SWIMMER
Singapura,"The Singapura originated in Singapore, from which it takes its name.

The Singapura is recognized as one of the smallest domestic cat breeds.

A distinctive ticked coat, with each hair banded in multiple colors, defines the breed.

Large, expressive eyes are a signature feature of the Singapura.

Singapuras are known for being deeply affectionate with their families.

The breed is famously curious about its surroundings.

Singapuras retain a playful personality throughout their lives.

The breed is energetic despite its small size.

Singapuras are generally sociable, enjoying company from people and pets.

The breed forms loyal bonds with its family.

Singapuras are generally quite friendly, including with strangers.

The breed is naturally alert, quick to notice activity nearby.

Singapuras are considered quite intelligent.

A compact, muscular body belies the breed's small overall size.",SINGAPORE,SMALLEST,TICKEDCOAT,BIGEYES,AFFECTIONATE,CURIOUS,PLAYFUL,ENERGETIC,SOCIABLE,LOYAL,FRIENDLY,ALERT,INTELLIGENT,COMPACT
Snowshoe,"The Snowshoe was developed in the United States.

The breed shares much of its ancestry with the Siamese.

White ""snowshoe"" markings on the paws give the breed its name.

Colorpoint markings, darker on the extremities, are standard for the breed.

Striking blue eyes are a hallmark of the Snowshoe.

Snowshoes are known for being deeply affectionate with their families.

The breed can be fairly vocal, communicating readily with its owners.

Snowshoes are generally sociable, enjoying close interaction with people.

The breed is considered quite intelligent.

Snowshoes retain a playful personality throughout their lives.

The breed forms loyal bonds with its family.

Snowshoes are generally quite friendly, including with strangers.

The breed is famously curious about its surroundings.

Snowshoes are energetic and enjoy interactive play.",AMERICA,SIAMESE,WHITEPAWS,COLORPOINT,BLUEEYES,AFFECTIONATE,VOCAL,SOCIABLE,INTELLIGENT,PLAYFUL,LOYAL,FRIENDLY,CURIOUS,ENERGETIC
Sokoke,"The Sokoke originated in the Sokoke Forest region of Kenya.

The breed developed naturally in the wild rather than through deliberate crossbreeding.

A distinctive tabby pattern resembling tree bark markings is typical of the Sokoke.

A slender, athletic body shape is characteristic of the breed.

An athletic build reflects the breed's wild forest origins.

Sokoke cats can show a notable streak of independence.

The breed is energetic and enjoys climbing and exploring.

Sokoke cats are known for being affectionate with familiar people.

The breed forms loyal bonds with its family once settled.

Sokoke cats are famously curious about their surroundings.

The Sokoke remains a rare breed outside of Kenya.

The breed is naturally alert, quick to notice movement nearby.

Sokoke cats are considered quite intelligent.

The breed can be fairly vocal, using a range of distinct sounds.",KENYA,NATURALBREED,TABBY,SLENDER,ATHLETIC,INDEPENDENT,ENERGETIC,AFFECTIONATE,LOYAL,CURIOUS,RARE,ALERT,INTELLIGENT,VOCAL
Somali,"The Somali's name references Somalia, reflecting its geographic link to the Abyssinian.

A long, plush coat sets the Somali apart from its shorthaired Abyssinian relative.

The Somali shares most of its ancestry with the Abyssinian.

A distinctive ticked coat, with each hair banded in multiple colors, defines the breed.

The breed is highly energetic, rarely content to sit still for long.

Somalis are known for being deeply affectionate with their families.

The breed is considered quite intelligent, often learning to open doors or cabinets.

Somalis retain a playful personality throughout their lives.

The breed is famously curious, often investigating every corner of its home.

Somalis are generally sociable, enjoying company from people and pets.

An athletic, muscular build suits the breed's active lifestyle.

The breed is generally quite friendly, including with strangers.

Somalis can be fairly vocal, communicating readily with their owners.

The breed's bushy tail and pointed features give it a fox-like appearance.",SOMALIA,LONGHAIR,ABYSSINIAN,TICKEDCOAT,ENERGETIC,AFFECTIONATE,INTELLIGENT,PLAYFUL,CURIOUS,SOCIABLE,ATHLETIC,FRIENDLY,VOCAL,FOXLIKE
Sphynx,"The Sphynx was developed in Canada.

The Sphynx is famously hairless, its most recognizable trait.

Loose, wrinkled skin is characteristic of the Sphynx.

The hairless trait arose from a spontaneous natural genetic mutation.

Sphynx cats are known for being deeply affectionate with their families.

The breed is highly energetic and enjoys vigorous play.

Sphynx cats are generally sociable, enjoying close interaction with people.

Without fur, Sphynx cats often feel notably warm to the touch.

The breed is famously curious about its surroundings.

Sphynx cats are known for a mischievous, playful streak.

The breed is generally quite friendly, including with strangers.

Sphynx cats are considered quite intelligent.

The breed can be fairly vocal, communicating readily with its owners.

Sphynx cats require regular skin care, including bathing, due to their lack of fur.",CANADA,HAIRLESS,WRINKLES,MUTATION,AFFECTIONATE,ENERGETIC,SOCIABLE,WARMSKIN,CURIOUS,MISCHIEVOUS,FRIENDLY,INTELLIGENT,VOCAL,GROOMING
Suphalak,"The Suphalak originated in Thailand.

A solid copper-brown coat is the defining trait of the Suphalak.

The breed remains extremely rare, even within its native Thailand.

A muscular, well-built body is characteristic of the Suphalak.

Suphalak cats are known for being deeply affectionate with their families.

The breed forms loyal bonds with its family.

Suphalak cats are considered quite intelligent.

The breed can be fairly vocal, communicating readily with its owners.

Suphalak cats are famously curious about their surroundings.

The breed retains a playful personality throughout its life.

Suphalak cats are generally sociable, enjoying close interaction with people.

The breed is generally quite friendly, including with strangers.

Suphalak cats are naturally alert, quick to notice movement nearby.

The breed is referenced in old Thai manuscripts describing native cat varieties.",THAILAND,COPPERCOAT,RARE,MUSCULAR,AFFECTIONATE,LOYAL,INTELLIGENT,VOCAL,CURIOUS,PLAYFUL,SOCIABLE,FRIENDLY,ALERT,ANCIENT
Thai,"The Thai originated in Thailand, tracing back to older native Siamese-type cats.

Colorpoint markings, darker on the extremities, define the breed.

Striking blue eyes are a hallmark of the Thai.

A slender but sturdier body shape distinguishes the Thai from the modern Siamese.

The breed is famously vocal, much like its Siamese relatives.

Thai cats are known for being deeply affectionate with their families.

The breed is considered highly intelligent.

Thai cats are generally sociable, often following their owners from room to room.

The breed forms loyal bonds with its family.

Thai cats retain a playful personality throughout their lives.

The breed is famously curious about its surroundings.

Thai cats are energetic and enjoy interactive play.

The breed is known for being especially chatty with its owners.

The Thai preserves a body type closer to older, traditional Siamese cats.",THAILAND,COLORPOINT,BLUEEYES,SLENDER,VOCAL,AFFECTIONATE,INTELLIGENT,SOCIABLE,LOYAL,PLAYFUL,CURIOUS,ENERGETIC,CHATTY,ANCIENT
Thai Lilac Point,"The Thai Lilac Point originated in Thailand.

A pale, frosty lilac point coloring distinguishes this variety from other Thai cats.

Colorpoint markings, darker on the extremities, are standard for the breed.

Striking blue eyes are a hallmark of the Thai Lilac Point.

A slender but sturdy body shape is typical of the breed.

The breed is famously vocal, much like its Siamese relatives.

Thai Lilac Point cats are known for being deeply affectionate with their families.

The breed is considered highly intelligent.

Thai Lilac Point cats are generally sociable, enjoying close interaction with people.

The breed retains a playful personality throughout its life.

Thai Lilac Point cats form loyal bonds with their families.

The breed is famously curious about its surroundings.

Thai Lilac Point cats are known for being especially chatty with their owners.

The breed remains relatively rare compared to more common point colors.",THAILAND,LILACCOAT,COLORPOINT,BLUEEYES,SLENDER,VOCAL,AFFECTIONATE,INTELLIGENT,SOCIABLE,PLAYFUL,LOYAL,CURIOUS,CHATTY,RARE
Tiffanie,"The Tiffanie was developed in the United Kingdom.

The breed shares much of its body type with the Burmese and Burmilla.

A semi-long, silky coat is characteristic of the Tiffanie.

The coat is notably soft and smooth to the touch.

Tiffanies are known for being deeply affectionate with their families.

The breed is generally sociable, enjoying company from people and pets.

Tiffanies retain a playful personality throughout their lives.

The breed is generally known for a gentle temperament.

Striking green eyes are common in the breed.

Tiffanies are generally quite friendly, including with strangers.

The breed is famously curious about its surroundings.

Tiffanies can be fairly vocal, though generally less so than a Siamese.

The breed carries itself with an elegant bearing.

The Tiffanie remains a relatively rare breed.",BRITAIN,BURMESE,SEMILONGHAIR,SILKY,AFFECTIONATE,SOCIABLE,PLAYFUL,GENTLE,GREENEYES,FRIENDLY,CURIOUS,VOCAL,ELEGANT,RARE
Tonkinese,"The Tonkinese was developed largely in Canada.

The Burmese contributed much of the Tonkinese's compact, muscular body type.

The Siamese contributed much of the Tonkinese's coloring and vocal nature.

Striking aqua or blue-green eyes are a hallmark of the Tonkinese.

Tonkinese cats are known for being deeply affectionate with their families.

The breed is generally sociable, often following its owner from room to room.

The breed can be fairly vocal, communicating readily with its owners.

Tonkinese cats retain a playful personality throughout their lives.

The breed is considered quite intelligent.

Tonkinese cats are energetic and enjoy interactive play.

The breed is famously curious about its surroundings.

Tonkinese cats form loyal bonds with their families.

The breed is generally quite friendly, including with strangers.

Tonkinese cats are known for a mischievous, playful streak.",CANADA,BURMESE,SIAMESE,AQUAEYES,AFFECTIONATE,SOCIABLE,VOCAL,PLAYFUL,INTELLIGENT,ENERGETIC,CURIOUS,LOYAL,FRIENDLY,MISCHIEVOUS
Toybob,"The Toybob originated in Russia.

The Toybob is recognized as one of the smallest domestic cat breeds.

A naturally short, bobbed tail is a defining trait of the breed.

A compact, small-boned body is characteristic of the Toybob.

Toybobs are known for being deeply affectionate with their families.

The breed is generally sociable, enjoying close interaction with people.

Toybobs retain a playful personality throughout their lives.

The breed is famously curious about its surroundings.

Toybobs are generally quite friendly, including with strangers.

The breed forms loyal bonds with its family.

Toybobs are energetic despite their small size.

The breed is considered quite intelligent.

The Toybob remains a rare breed outside of Russia.

Toybobs are naturally alert, quick to notice activity nearby.",RUSSIA,SMALLEST,SHORTTAIL,COMPACT,AFFECTIONATE,SOCIABLE,PLAYFUL,CURIOUS,FRIENDLY,LOYAL,ENERGETIC,INTELLIGENT,RARE,ALERT
